Concepto,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Departamento,Origen
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809,5.946,9.672,14.172,Chocó,Cabeceras
% población en edad de trabajar ,71.086053355,71.618756246,71.856024383,72.223670581,72.574563104,72.912147073,73.236870142,73.546784137,73.838208843,74.11013733,74.359614348,74.587803597,75.014201105,75.419358837,75.829425795,76.205559554,76.564973975,76.986418967,Córdoba,Cabeceras
Tasa Global de Participación (TGP),65.53089456,67.202984644,74.512496653,73.400035139,72.686726195,72.085693655,68.558933885,67.179176524,69.35742262,68.247315703,68.691335005,67.679421669,67.887970963,62.422307489,61.59703686,63.88260697,65.862891788,67.546913518,Córdoba,Cabeceras
Tasa de Ocupación (TO),56.964529301,58.110053313,61.408383891,62.36171796,61.42918402,62.060728547,61.392212066,61.095617183,63.985313674,60.432164363,61.0732196,60.678210896,59.055504894,50.099755309,53.600552076,54.640439018,57.359507396,59.673324143,Córdoba,Cabeceras
Tasa de Desocupación (TD),13.072254418,13.530546863,17.586463145,15.038572063,15.487755145,13.90701067,10.453374073,9.055721812,7.745542932,11.451221574,11.090358638,10.344666962,13.010355066,19.740622665,12.981930936,14.467424531,12.910736473,11.656475425,Córdoba,Cabeceras
Tasa de Subocupación (TS),13.553720548,13.218553056,13.287887277,15.560406483,15.839205387,14.248090063,6.341625498,3.756130082,5.281862988,8.144937896,7.886314066,8.637780159,13.329384704,0.0,11.415259281,9.200927777,9.88532476,10.673144265,Córdoba,Cabeceras
Población total,828.486,829.569,849.116,859.21,869.029,878.582,887.938,897.131,906.23,915.675,925.497,936.932,945.349,951.989,955.578,957.799,959.678,961.801,Córdoba,Cabeceras
Población en edad de trabajar (PET),588.938,594.127,610.141,620.553,630.694,640.593,650.298,659.811,669.144,678.608,688.196,698.837,709.146,717.984,724.61,729.896,734.777,740.456,Córdoba,Cabeceras
Fuerza de trabajo  ,385.936,399.271,454.631,455.48611999999997,458.430821,461.775908,445.837376,443.255596,464.10103200000003,463.131744,472.73102,472.96884,481.424831,448.18218,446.338,466.276,483.945,500.155,Córdoba,Cabeceras
Población ocupada,335.486,345.248,374.678,386.987512,387.430178,397.556683,399.232327,403.115603,428.153887,410.09750199999996,420.30345400000004,424.041789,418.78975099999997,359.708227,388.395,398.818,421.465,441.855,Córdoba,Cabeceras
Población desocupada,50.451,54.024,79.954,68.49860799999999,71.000643,64.219225,46.605049,40.139994,35.947145,53.034242,52.427565,48.927051,62.63508,88.473953,57.943,67.458,62.481,58.3,Córdoba,Cabeceras
Población fuera de la fuerza de trabajo,203.002,194.856,155.51,165.06688,172.263179,178.817092,204.46062400000002,216.555404,205.042968,215.476256,215.46498,225.86816000000002,227.721169,269.80182,278.272,263.619,250.832,240.301,Córdoba,Cabeceras
Población subocupada,52.309,52.778,60.411,70.875492,72.611799,65.794247,28.273336999999998,16.649257000000002,24.513181,37.721793,37.281053,40.854009,64.170968,0.0,50.951,42.902,47.84,53.382,Córdoba,Cabeceras
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.933,34.268,32.283,34.062,Córdoba,Cabeceras
% población en edad de trabajar ,71.395540888,72.009082524,72.6743619,73.357563215,74.034439307,74.694364746,75.32307788,75.904614879,76.433594145,76.894856662,77.285860647,77.417693426,77.609098688,77.795278548,77.909380948,78.162372316,78.335627881,78.594106207,Cundinamarca,Cabeceras
Tasa Global de Participación (TGP),67.916533363,70.789907912,74.41186702,75.821830297,75.32934672,74.164750294,72.687905503,74.124900688,72.953358882,72.041240527,71.109997136,72.359481764,69.809521124,68.104800046,68.271300296,70.038670938,68.665127941,68.138989511,Cundinamarca,Cabeceras
Tasa de Ocupación (TO),59.24204371,62.796905489,65.701306214,67.127509557,67.048353966,65.683667116,65.206622987,66.344616644,66.065996437,64.607061493,63.725013322,64.039647722,60.6515722,54.998333798,56.26845057,60.717624249,61.473803575,60.875690321,Cundinamarca,Cabeceras
Tasa de Desocupación (TD),12.772279774,11.291160929,11.705875897,11.466777716,10.993050006,11.435463807,10.292334693,10.496181407,9.44077497,10.319337896,10.385296177,11.497918226,13.118481229,19.244555802,17.581106079,13.308428849,10.473037161,10.659534639,Cundinamarca,Cabeceras
Tasa de Subocupación (TS),10.840240838,10.615703788,15.259696735,15.101814645,15.355406823,14.678048601,11.369678809,14.556021142,12.959718354,12.130110515,12.047676931,10.928741639,12.232181846,0.0,8.117531149,9.562079927,6.682508339,6.609897404,Cundinamarca,Cabeceras
Población total,1258.143,1303.162,1353.392,1409.004,1469.716,1535.654,1607.275,1684.833,1768.963,1862.001,1964.807,2085.283,2243.84,2396.085,2526.527,2629.99,2727.722,2820.038,Cundinamarca,Cabeceras
Población en edad de trabajar (PET),898.258,938.395,983.569,1033.611,1088.096,1147.047,1210.649,1278.866,1352.082,1431.783,1518.518,1614.378,1741.424,1864.041,1968.401,2055.662,2136.778,2216.383,Cundinamarca,Cabeceras
Fuerza de trabajo  ,610.066,664.289,731.892,783.7027780000001,819.655608,850.704543,879.9954009999999,947.958152,986.3892340000001,1031.474235,1079.818106,1168.1555549999998,1215.679755,1269.5013959999999,1343.853,1439.759,1467.222,1510.221,Cundinamarca,Cabeceras
Población ocupada,532.146,589.283,646.218,693.837323,729.5504579999999,753.422533,789.4233290000001,848.458745,893.266446,925.032923,967.675798,1033.8419840000001,1056.2010349999998,1025.191491,1107.589,1248.149,1313.559,1349.239,Cundinamarca,Cabeceras
Población desocupada,77.919,75.006,85.674,89.86545600000001,90.10515099999999,97.28201,90.572072,99.499407,93.122788,106.44131200000001,112.142309,134.31357,159.47872,244.309905,236.264,191.609,153.663,160.983,Cundinamarca,Cabeceras
Población fuera de la fuerza de trabajo,288.192,274.106,251.677,249.908222,268.440392,296.34245699999997,330.653599,330.907848,365.692766,400.308765,438.699894,446.222445,525.744245,594.539604,624.548,615.904,669.557,706.162,Cundinamarca,Cabeceras
Población subocupada,66.133,70.519,111.685,118.353341,125.861453,124.866826,100.052651,137.984989,127.833267,125.118965,130.092997,127.664702,148.704158,0.0,109.088,137.671,98.047,99.824,Cundinamarca,Cabeceras
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.421,71.258,88.363,55.43,Cundinamarca,Cabeceras
% población en edad de trabajar ,69.773570772,70.185370185,70.587932292,70.971284671,71.330919614,71.675372022,71.995486594,72.297135337,72.577685202,72.839564752,73.078994261,73.294358043,73.694085426,74.077796778,74.48880742,74.859778283,75.213010886,75.504059817,Huila,Cabeceras
Tasa Global de Participación (TGP),62.901072359,66.876890371,68.805810372,67.888767555,68.957750409,69.219757888,67.927649653,65.095738139,66.962858334,65.021609715,63.916409466,62.121710474,60.780930763,56.82098609,56.115332636,59.748905099,60.480028638,61.457926818,Huila,Cabeceras
Tasa de Ocupación (TO),54.745748238,58.226329248,58.834285183,58.953179048,61.349474011,60.133630194,59.426108542,58.003572723,59.758590502,57.490239163,56.399491804,54.240698706,53.512193684,44.784959774,47.74272646,53.284566821,54.15683033,55.228851357,Huila,Cabeceras
Tasa de Desocupación (TD),12.965318102,12.935052863,14.492271997,13.162101522,11.033243331,13.126494475,12.515582616,10.894976566,10.758602622,11.582873118,11.760544317,12.686404975,11.958910449,21.182360857,14.920353819,10.819174457,10.455018705,10.135511858,Huila,Cabeceras
Tasa de Subocupación (TS),10.403430941,11.498311795,15.581408922,15.832593673,15.296200355,15.40245944,15.700313298,13.482791758,14.700025494,14.450178918,11.815963084,12.376543579,12.399032391,0.0,4.366284832,5.58269053,7.536589314,5.68973214,Huila,Cabeceras
Población total,587.38,594.594,601.821,609.152,616.476,623.754,631.009,638.295,645.715,653.329,661.086,669.484,674.757,679.514,683.284,686.814,690.135,693.473,Huila,Cabeceras
Población en edad de trabajar (PET),409.836,417.318,424.813,432.323,439.738,447.078,454.298,461.469,468.645,475.882,483.115,490.694,497.256,503.369,508.97,514.147,519.071,523.601,Huila,Cabeceras
Fuerza de trabajo  ,257.791,279.089,292.296,293.49875699999996,303.233432,309.466309,308.59395400000005,300.396652,313.818087,309.426137,308.789762,304.82750599999997,302.236825,286.019229,285.61,307.198,313.934,321.794,Huila,Cabeceras
Población ocupada,224.368,242.989,249.936,254.868152,269.77695,268.84423100000004,269.971623,267.668507,280.055646,273.58570000000003,272.47440500000005,266.155854,266.09259399999996,225.433604,242.996,273.961,281.113,289.179,Huila,Cabeceras
Población desocupada,33.423,36.1,42.36,38.630604,33.456482,40.622078,38.622330999999996,32.728145,33.762440999999995,35.840437,36.315357000000006,38.671652,36.144231,60.585625,42.614,33.236,32.822,32.615,Huila,Cabeceras
Población fuera de la fuerza de trabajo,152.045,138.229,132.517,138.824243,136.504568,137.61169099999998,145.704046,161.072348,154.826913,166.45586300000002,174.325238,185.86649400000002,195.019175,217.349771,223.36,206.95,205.137,201.807,Huila,Cabeceras
Población subocupada,26.819,32.091,45.544,46.468466,46.383193,47.665423000000004,48.450218,40.501855000000006,46.131339,44.71263,36.486484,37.727109,37.474442,0.0,12.471,17.15,23.66,18.309,Huila,Cabeceras
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.251,11.191,9.361,7.528,Huila,Cabeceras
% población en edad de trabajar ,62.849764026,63.152831059,63.45177665,63.752670901,64.063087722,64.404826772,64.782440593,65.192013043,65.637639114,66.121534336,66.612284873,67.118197134,67.811077561,68.314392535,68.672112396,68.966858164,69.299001933,69.850218981,La Guajira,Cabeceras
Tasa Global de Participación (TGP),60.748684584,60.706367143,66.121898029,71.987626263,72.081929767,77.124438482,73.584461032,74.266244239,77.431426382,77.596476208,78.052891175,75.476612197,76.827999833,67.228870362,65.553669441,61.913427154,60.40174836,61.096645325,La Guajira,Cabeceras
Tasa de Ocupación (TO),50.452676465,50.089405491,57.051298438,62.947136571,63.835599758,67.530644595,65.72277499,68.0477525,69.955822144,68.008744184,71.398141943,70.404531365,69.649517617,57.272845431,59.989328553,54.712690504,49.61003321,52.263771735,La Guajira,Cabeceras
Tasa de Desocupación (TD),16.948528499,17.489041351,13.717996399,12.558393937,11.440218145,12.439369512,10.683894306,8.373241171,9.65448344,12.35588585,8.525948407,6.720069549,9.34357556,14.809151005,8.488221842,11.630331224,17.866560892,14.457215356,La Guajira,Cabeceras
Tasa de Subocupación (TS),12.229820528,10.456137157,12.651484568,14.48389098,9.26709174,13.977691213,14.579329622,13.413963733,17.073488877,17.92732007,18.738034507,19.499479675,19.908182583,0.0,14.017891661,10.454962974,11.35596587,10.686915912,La Guajira,Cabeceras
Población total,327.578,329.488,333.718,339.305,345.614,352.368,359.511,366.798,374.334,383.332,394.127,409.57,443.78,472.085,488.344,498.456,507.614,516.159,La Guajira,Cabeceras
Población en edad de trabajar (PET),205.882,208.081,211.75,216.316,221.411,226.942,232.9,239.123,245.704,253.465,262.537,274.896,300.932,322.502,335.356,343.77,351.772,360.538,La Guajira,Cabeceras
Fuerza de trabajo  ,125.071,126.318,140.013,155.720754,159.597322,175.027743,171.37821,177.587671,190.25211199999998,196.67990799999998,204.917719,207.482188,231.20003599999998,216.814451,219.838,212.839,212.476,220.277,La Guajira,Cabeceras
Población ocupada,103.873,104.227,120.806,136.164728,141.33904,153.255395,153.068343,162.717827,171.884253,172.378363,187.44654,193.539241,209.59768599999998,184.70607199999998,201.178,188.086,174.514,188.431,La Guajira,Cabeceras
Población desocupada,21.198,22.092,19.207,19.556026000000003,18.258281999999998,21.772348,18.309866999999997,14.869843999999999,18.367859,24.301544999999997,17.471179,13.942947,21.602349999999998,32.108380000000004,18.66,24.754,37.962,31.846,La Guajira,Cabeceras
Población fuera de la fuerza de trabajo,80.811,81.763,71.737,60.595245999999996,61.813678,51.914257,61.52179,61.535329,55.451888,56.785092,57.619281,67.41381200000001,69.731964,105.687549,115.518,130.93,139.295,140.261,La Guajira,Cabeceras
Población subocupada,15.296,13.208,17.714,22.554423999999997,14.79003,24.464837,24.985794000000002,23.821545999999998,32.482673,35.259437,38.397553,40.457947,46.027725,0.0,30.817,22.252,24.129,23.541,La Guajira,Cabeceras
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.361,20.193,20.291,21.646,La Guajira,Cabeceras
% población en edad de trabajar ,68.484514196,68.722883904,68.972596877,69.23113986,69.504298188,69.802214486,70.128601453,70.482829948,70.862739174,71.270943559,71.688313392,72.124480141,72.660591082,73.15147295,73.638625586,74.08526813,74.523588448,75.170230398,Magdalena,Cabeceras
Tasa Global de Participación (TGP),61.659762973,58.967249016,60.988325481,63.310652004,63.124928794,65.161764514,64.370560488,65.34222564,64.637435496,64.388747377,64.587902588,63.164163818,63.568553574,56.656139343,59.867009183,62.454740917,61.744321312,59.234260279,Magdalena,Cabeceras
Tasa de Ocupación (TO),53.229554346,50.796699721,54.179132994,57.368121366,55.955205354,59.182976341,58.616047604,59.985140478,59.549031976,58.597318178,59.401647939,58.189230522,57.277293115,48.938780969,52.311141589,55.506213533,55.691654525,52.676518944,Magdalena,Cabeceras
Tasa de Desocupación (TD),13.672139205,13.856080166,11.164747406,9.386304595,11.357990538,9.175301217,8.939665648,8.198504275,7.872223706,8.994474088,8.029761676,7.876195925,9.896812347,13.621398251,12.621087469,11.125700438,9.802791023,11.070858831,Magdalena,Cabeceras
Tasa de Subocupación (TS),12.038906774,10.239433174,10.817252239,10.268388254,10.652710999,11.697939032,12.513475437,12.658422887,12.4905846,10.170312577,11.711018159,10.610222768,10.771763244,0.0,10.440177757,12.05439609,10.797254638,9.651798959,Magdalena,Cabeceras
Población total,792.274,805.103,817.79,830.19,842.099,853.652,864.998,876.002,887.012,899.859,914.919,937.274,966.601,989.477,1000.176,1004.832,1008.507,1012.317,Magdalena,Cabeceras
Población en edad de trabajar (PET),542.585,553.29,564.051,574.75,585.295,595.868,606.611,617.431,628.561,641.338,655.89,676.004,702.338,723.817,736.516,744.433,751.576,760.961,Magdalena,Cabeceras
Fuerza de trabajo  ,334.557,326.26,344.005,363.877972,369.467052,388.278103,390.478901,403.443157,406.285711,412.949505,423.625594,426.99227399999995,446.466108,410.086768,440.93,464.933,464.055,450.75,Magdalena,Cabeceras
Población ocupada,288.816,281.053,305.598,329.723278,327.503019,352.652417,355.571393,370.366853,374.301991,375.806868,389.609469,393.361526,402.280195,354.227216,385.28,413.206,418.565,400.848,Magdalena,Cabeceras
Población desocupada,45.741,45.207,38.407,34.154695,41.964033,35.625686,34.907508,33.07630399999999,31.98372,37.142635999999996,34.016126,33.630748,44.185913,55.859552,55.65,51.727,45.49,49.902,Magdalena,Cabeceras
Población fuera de la fuerza de trabajo,208.028,227.03,220.046,210.872028,215.827948,207.589897,216.13209899999998,213.987843,222.275289,228.388495,232.26440599999998,249.01172599999998,255.871892,313.730232,295.586,279.499,287.52,310.211,Magdalena,Cabeceras
Población subocupada,40.277,33.407,37.212,37.364402999999996,39.358256999999995,45.420536,48.862481,51.069541,50.74746,41.998255,49.610870000000006,45.304831,48.092271999999994,0.0,46.034,56.045,50.105,43.505,Magdalena,Cabeceras
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.173,33.802,20.703,19.656,Magdalena,Cabeceras
% población en edad de trabajar ,70.230870899,70.73843893,71.245194004,71.733808797,72.212161524,72.675835642,73.128684072,73.564183149,73.982126572,74.382493731,74.753631502,75.120526428,75.532340205,75.918589986,76.304975921,76.659607087,77.003282205,77.404660865,Meta,Cabeceras
Tasa Global de Participación (TGP),68.600239901,69.060218182,70.376588268,70.495257333,71.383435622,70.476401921,67.934254566,69.012572795,71.345181048,69.867762827,71.425250287,70.603026548,70.537046782,63.153579562,64.167776999,65.803362875,66.253886854,66.486800325,Meta,Cabeceras
Tasa de Ocupación (TO),61.156023604,61.408327268,61.782979418,62.446377556,63.537309041,62.007332076,60.06210503,61.374713156,63.309518796,61.724284128,62.193336926,61.789427332,60.492065553,49.198990251,54.425096842,58.427382238,59.11511935,59.877532016,Meta,Cabeceras
Tasa de Desocupación (TD),10.851589306,11.080027135,12.210891521,11.417618831,10.99152277,12.016887375,11.587894188,11.067345166,11.263076404,11.655559544,12.925279679,12.483316434,14.240717023,22.096276105,15.18313492,11.209124146,10.774865963,9.940722483,Meta,Cabeceras
Tasa de Subocupación (TS),11.202091462,10.85519366,11.615916029,12.242551187,11.847059435,12.65880054,11.174145238,9.615681304,9.934930629,8.901388611,10.361144363,9.900963457,9.169564931,0.0,6.339279191,6.340152337,6.853521136,7.338085582,Meta,Cabeceras
Población total,637.066,653.27,668.956,684.245,699.09,713.493,727.456,741.059,754.416,767.725,780.944,794.639,802.917,810.318,816.45,821.933,827.34,832.596,Meta,Cabeceras
Población en edad de trabajar (PET),447.417,462.113,476.599,490.835,504.828,518.537,531.979,545.154,558.133,571.053,583.784,596.937,606.462,615.182,622.992,630.09,637.079,644.468,Meta,Cabeceras
Fuerza de trabajo  ,306.929,319.136,335.414,346.015396,360.36357,365.44622,361.395968,376.22480099999996,398.200999,398.981956,416.96918300000004,421.455589,427.780385,388.509454,399.76,414.621,422.09,428.486,Meta,Cabeceras
Población ocupada,273.622,283.776,294.457,306.50867700000003,320.754126,321.53096,319.517786,334.58670400000005,353.351317,352.47837599999997,363.07475,368.84395400000005,366.861391,302.66333199999997,339.064,368.145,376.61,385.891,Meta,Cabeceras
